folder,name,data,dirty,daylight,night,sunrisesunset,dawndusk,sunny,clouds,fog,storm,snow,warm,cold,busy,beautiful,flowers,spring,summer,autumn,winter,glowing,colorful,dull,rugged,midday,dark,bright,dry,moist,windy,rain,ice,cluttered,soothing,stressful,exciting,sentimental,mysterious,boring,gloomy,lush
00023946,00023946/20130310_132607.jpg,"[[[ 79 109 137]
  [ 79 109 135]
  [ 79 106 135]
  ...
  [ 15  19  30]
  [ 10  11  16]
  [  7   7   9]]

 [[ 79 110 138]
  [ 79 110 138]
  [ 81 111 139]
  ...
  [ 14  18  30]
  [ 10  11  15]
  [  9   9   9]]

 [[ 78 109 137]
  [ 80 111 139]
  [ 80 110 136]
  ...
  [ 10  14  26]
  [  9   8  13]
  [ 11  11  11]]

 ...

 [[  3   3   3]
  [  5   5   5]
  [  4   4   4]
  ...
  [  3   3   3]
  [  2   2   2]
  [  3   3   3]]

 [[  4   4   4]
  [  4   4   4]
  [  4   4   4]
  ...
  [  3   3   3]
  [  3   3   3]
  [  4   4   4]]

 [[  6   6   6]
  [  4   4   4]
  [  5   5   5]
  ...
  [  2   2   2]
  [  3   3   3]
  [  3   3   3]]]","0.20875,6","0.10606,7","0.9652,8","0.20077,6","0.82569,7","0.019904,8","0.61833,6","0.027372,5","0.01127,9","0.0056474,7","0.18143,6","0.050303,4","0.37427,7","0.6914,6","0.020351,13","0.17209,4","0.18327,5","0.027626,5","0.036524,6","0.16412,5","0.49604,6","0.13097,5","0.2991,6","0.04105,8","0.94709,6","0.33668,7","0.29903,4","0.48527,4","0.18995,5","0.039088,8","0.088578,11","0.48832,12","0.20409,8","0.47677,5","0.38232,6","0.34929,5","0.35114,9","0.37238,5","0.24084,7","0.044565,8"
00023947,00023947/20130224_132707.jpg,"[[[ 5  5  3]
  [ 7  6  2]
  [ 7  7  0]
  ...
  [ 2  2  2]
  [ 0  0  0]
  [ 0  0  0]]

 [[ 6  5 10]
  [ 6  5 11]
  [ 7  5 16]
  ...
  [ 3  3  3]
  [ 0  0  0]
  [ 0  0  0]]

 [[ 4  4  2]
  [ 2  1  0]
  [ 1  0  0]
  ...
  [ 3  3  3]
  [ 0  0  0]
  [ 0  0  0]]

 ...

 [[ 1  1  1]
  [ 2  2  2]
  [ 2  2  2]
  ...
  [ 9 10 14]
  [ 1  1  3]
  [ 1  1  1]]

 [[ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]
  ...
  [ 1  1  3]
  [ 0  0  0]
  [ 0  0  0]]

 [[ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  1  0]]]","0.10076,8","0.034969,6","1,8","0.15852,4","0.18805,6","0.046798,5","0.45116,5","0.19309,4","0.014218,6","0.029786,9","0.21849,6","0.15163,4","0.89128,4","0.66287,7","0.099362,12","0.042073,5","0.070117,3","0.037445,2","0.1368,8","0.92185,5","0.94776,5","0.19368,4","0.22509,15","0.024519,6","0.97157,5","0.3243,5","0.40801,6","0.24548,4","0.012702,7","0.032379,4","0.019094,7","0.39411,7","0.31269,7","0.025009,5","0.61893,6","0.15631,6","0.60264,5","0.16414,6","0.42991,6","0.049819,13"
90000002,90000002/35.jpg,"[[[ 6  4  5]
  [ 4  4  4]
  [ 4  4  4]
  ...
  [71 66 72]
  [72 67 73]
  [74 67 75]]

 [[ 6  6  6]
  [11 11 11]
  [ 6  6  6]
  ...
  [66 67 71]
  [67 68 72]
  [69 68 74]]

 [[ 6  6  6]
  [ 8  8  8]
  [ 8  8  8]
  ...
  [60 68 70]
  [61 69 71]
  [64 69 72]]

 ...

 [[32 32 30]
  [32 32 30]
  [34 34 36]
  ...
  [46 35 29]
  [49 36 30]
  [50 35 32]]

 [[29 29 27]
  [31 31 31]
  [34 32 35]
  ...
  [26 21 17]
  [27 22 18]
  [29 21 19]]

 [[15 15 13]
  [16 16 16]
  [20 18 21]
  ...
  [17 16 12]
  [17 16 14]
  [17 16 14]]]","0.7291,5","0.0513,5","1,7","0.10636,8","0.44455,5","0.045448,6","0.16204,4","0.81578,6","0.2722,7","0.035214,7","0.24219,5","0.0086473,6","0.020611,5","0.029,5","0,6","0.041974,4","0.031089,7","0.040057,5","0.064161,3","0.010227,6","0.033655,7","0.94141,6","0.72949,7","0.092453,5","0.84347,6","0.052723,6","0.34404,7","0.47585,4","0.030349,3","0.2674,4","0.025125,7","0.44783,5","0.03938,6","0.66248,8","0.050556,7","0.16858,5","0.22116,6","0.67781,6","0.98508,5","0.057863,6"
90000003,90000003/67.jpg,"[[[31 34 67]
  [35 40 72]
  [40 45 77]
  ...
  [20 24 27]
  [ 0  0  0]
  [ 1  0  0]]

 [[37 42 74]
  [30 35 67]
  [31 35 70]
  ...
  [20 24 27]
  [ 0  0  0]
  [ 1  0  0]]

 [[36 42 76]
  [36 40 75]
  [36 40 75]
  ...
  [20 24 27]
  [ 0  0  0]
  [ 1  0  0]]

 ...

 [[28 28 28]
  [30 30 30]
  [29 29 29]
  ...
  [24 26 15]
  [ 0  0  0]
  [ 0  0  2]]

 [[28 28 28]
  [30 30 30]
  [29 29 29]
  ...
  [29 31 20]
  [ 0  0  0]
  [ 1  1  3]]

 [[28 28 28]
  [30 30 30]
  [29 29 29]
  ...
  [34 35 27]
  [ 0  0  0]
  [ 0  0  2]]]","0.12051,6","0.0074533,6","1,8","0.02383,6","0.15131,6","0.055904,6","0.14043,6","0.008231,5","0.15106,6","0.03926,6","0.046206,5","0.17161,8","0.69055,6","0.96206,6","0.023144,6","0.039639,6","0.045326,4","0.055598,6","0.084165,5","0.53562,8","0.42689,5","0.53851,5","0,5","0.04731,6","1,5","0.68698,7","0.64551,6","0.14921,5","0.036965,7","0.038349,5","0,5","0.30974,6","0.74077,7","0.3361,6","0.88075,6","0.54952,6","0.53063,7","0.44529,5","0.31371,6","0.027181,5"
90000004,90000004/9.jpg,"[[[113 113 113]
  [111 111 111]
  [110 110 110]
  ...
  [160 160 160]
  [180 180 180]
  [ 24  24  24]]

 [[111 111 111]
  [111 111 111]
  [109 109 109]
  ...
  [183 183 183]
  [235 235 235]
  [ 34  34  34]]

 [[113 113 113]
  [113 113 113]
  [114 114 114]
  ...
  [138 138 138]
  [210 210 210]
  [ 31  31  31]]

 ...

 [[145 145 145]
  [147 147 147]
  [151 151 151]
  ...
  [ 23  23  23]
  [ 25  25  25]
  [ 23  23  23]]

 [[145 145 145]
  [145 145 145]
  [146 146 146]
  ...
  [ 23  23  23]
  [ 21  21  21]
  [ 22  22  22]]

 [[139 139 139]
  [142 142 142]
  [145 145 145]
  ...
  [ 26  26  26]
  [ 21  21  21]
  [ 25  25  25]]]","0.77091,7","0.007399,6","0.71189,7","0.064161,6","0.51059,5","0.024547,7","0.58045,5","0.84975,6","0.63486,6","0.94837,5","0.018196,5","0.93129,5","0.50596,6","0.098201,6","0.043656,7","0.1334,5","0.021428,5","0.030991,5","0.76009,5","0.54826,6","0.075727,7","1,6","0.21589,6","0.20231,8","0.73242,5","0.046461,5","0.028199,7","0.92161,5","0.50182,5","0.74107,5","1,5","0.85898,8","0.37513,6","0.56689,7","0.56702,6","0.50373,6","0.36606,7","0.59392,6","0.83124,7","0.023477,5"
90000005,90000005/9.jpg,"[[[ 18  18  18]
  [ 18  18  18]
  [ 18  18  18]
  ...
  [ 15  15  15]
  [  0   0   0]
  [ 43  43  43]]

 [[ 18  18  18]
  [ 18  18  18]
  [ 18  18  18]
  ...
  [255 255 255]
  [ 58  58  58]
  [  1   1   1]]

 [[ 18  18  18]
  [ 18  18  18]
  [ 18  18  18]
  ...
  [255 255 255]
  [  0   0   0]
  [ 96  96  96]]

 ...

 [[  0   0   8]
  [  1   0  10]
  [  1   0  10]
  ...
  [ 12  16  25]
  [ 29  32  41]
  [ 34  37  46]]

 [[  0   1  14]
  [  1   0  14]
  [  1   0  14]
  ...
  [ 10  18  31]
  [ 28  36  49]
  [ 35  41  55]]

 [[  2   3  21]
  [  4   3  21]
  [  4   3  21]
  ...
  [ 14  26  42]
  [ 36  48  64]
  [ 46  55  72]]]","0.39886,5","0.036649,6","1,6","0.077072,7","0.048435,5","0.048609,5","0.37773,5","0.11474,6","0.34665,5","0.085362,6","0.031456,6","0.36599,6","0.43886,6","0.036592,5","0.115,5","0.036164,5","0.031943,5","0.35888,6","0.019431,8","0.036406,5","0.087483,6","0.56651,6","0.023362,5","0.042221,7","1,6","0.025165,6","0.030157,6","0.20688,7","0.0031433,5","0.24538,6","0.10429,7","0.30791,6","0.18613,6","0.54469,5","0.16917,7","0.13455,5","0.42556,6","0.33852,5","0.55873,7","0.18956,6"
90000006,90000006/1.jpg,"[[[ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 [[ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 [[ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 ...

 [[16 18 15]
  [17 19 16]
  [23 25 22]
  ...
  [18 20 17]
  [20 22 19]
  [20 22 19]]

 [[19 21 18]
  [17 19 16]
  [23 25 22]
  ...
  [18 20 17]
  [24 26 23]
  [23 25 22]]

 [[18 20 17]
  [19 21 18]
  [23 25 22]
  ...
  [21 23 20]
  [23 25 22]
  [21 23 20]]]","0.10393,8","0.051587,5","0.9961,5","0.1014,5","0.3971,5","0.049577,5","0.018466,3","0.00035594,6","0.022236,6","0.016478,6","0.035347,4","0.50132,6","0.55239,5","0.0012416,5","0.006291,8","0.22759,4","0.057731,6","0,3","0.0040599,5","0.59459,6","0.02233,7","0.78829,4","0.25203,5","0.025144,7","1,7","0.0017649,6","0.18077,6","0.032781,5","0.19893,6","0.16306,6","0.021775,5","0.58071,4","0.17342,7","0.81543,5","0.11442,5","0.20458,5","0.39724,6","0.65332,6","0.39025,5","0.0346,6"
90000007,90000007/147.jpg,"[[[ 0  0  0]
  [ 0  0  2]
  [ 0  0  2]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 [[ 0  0  0]
  [ 1  0  0]
  [ 1  0  0]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 1  1  0]]

 [[ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 1  0  0]]

 ...

 [[ 8 16 19]
  [ 3 11 14]
  [ 3 11 14]
  ...
  [ 5 10 13]
  [ 6 11 14]
  [ 7 15 17]]

 [[10 18 21]
  [ 4 12 15]
  [ 3 11 14]
  ...
  [ 0  8 10]
  [ 6 14 16]
  [ 4 12 14]]

 [[ 7 15 17]
  [ 2 10 13]
  [ 5 13 16]
  ...
  [ 0  6  8]
  [ 2 10 12]
  [ 0  8 10]]]","0.044044,5","0.046555,7","0.68001,5","1,6","1,6","0.38869,5","0.059263,5","0.052124,5","0.032036,5","0.019369,6","0.18329,6","0.030262,5","0.16158,5","0.67811,8","0.017766,5","0.21737,6","0.17543,5","0.19556,6","0.036649,6","0.86028,7","0.65091,7","0.27451,6","0.80376,5","0.12824,6","0.73295,6","0.51636,7","0.04514,6","0.097124,5","0.055598,6","0.045494,7","0.020179,6","0.24483,7","0.4342,8","0.48051,6","0.56911,5","0.71212,5","0.57229,7","0.22529,6","0.1874,6","0.057863,6"
90000008,90000008/24.jpg,"[[[180 181 183]
  [187 188 190]
  [151 155 156]
  ...
  [201 205 206]
  [141 145 146]
  [ 59  63  64]]

 [[254 255 255]
  [ 64  68  69]
  [ 26  30  31]
  ...
  [165 169 170]
  [180 184 185]
  [ 34  38  39]]

 [[254 255 255]
  [ 71  72  74]
  [ 51  55  54]
  ...
  [185 189 188]
  [ 14  18  17]
  [ 50  54  55]]

 ...

 [[  0   7   4]
  [  5  13  15]
  [  4  11  17]
  ...
  [  6  12  12]
  [  5  11  11]
  [  5  10  13]]

 [[  0   8   3]
  [  3  12  11]
  [  3  11  14]
  ...
  [  6  10  11]
  [  7  11  12]
  [  7  13  13]]

 [[  0  10   2]
  [  4  13  10]
  [  2  10  13]
  ...
  [  4   8   9]
  [  9  13  12]
  [  6  12  10]]]","0.20761,5","0.046497,5","1,8","0.15936,5","0.28655,5","0.16841,5","0.56617,5","0.0037657,5","0.035238,5","0.0083443,4","0.03221,6","0.15154,6","0.043688,5","0.23447,6","0.0044044,5","0.031665,6","0.032555,6","0.093633,6","0.19223,5","0.23554,6","0.2302,6","1,4","0.16458,6","0.051077,6","1,5","0.3056,5","0.44144,6","0.25636,6","0.013276,5","0,4","0.0022728,5","0.6047,6","0.17656,5","0.74911,7","0.12494,6","0.038856,5","0.16518,6","0.52131,6","0.42154,8","0.026563,6"
90000009,90000009/3.jpg,"[[[122 133 139]
  [114 125 131]
  [105 120 125]
  ...
  [ 67  81  82]
  [ 71  82  84]
  [ 71  82  84]]

 [[ 92 105 111]
  [ 90 103 109]
  [ 90 108 112]
  ...
  [ 51  67  67]
  [ 53  69  69]
  [ 54  70  70]]

 [[ 96 114 118]
  [ 93 111 115]
  [ 94 113 117]
  ...
  [ 59  77  77]
  [ 65  83  83]
  [ 65  84  82]]

 ...

 [[  7  12   8]
  [ 15  17  14]
  [ 14  16  13]
  ...
  [ 14  14  12]
  [ 15  15  13]
  [  7   7   5]]

 [[  5  10   6]
  [ 10  15  11]
  [ 13  15  12]
  ...
  [ 18  18  16]
  [ 16  16  14]
  [ 11  11   9]]

 [[  7  12   8]
  [  8  13   9]
  [ 10  12   9]
  ...
  [ 25  25  23]
  [ 23  23  21]
  [ 22  22  20]]]","0.26709,5","0.041669,5","1,5","0.22123,5","1,5","0.033395,6","0.84934,6","0.062535,7","0.3074,5","0.00682,5","0.044638,5","0.4626,6","0.088441,6","0.0080828,5","0.042487,6","0.061861,7","0.18864,6","0.34649,5","0.11317,6","0.29679,5","0.027323,8","0.80557,6","0.83445,5","0.031478,5","1,7","0.035238,5","0.29184,5","0.33393,5","0.34645,7","0.32143,5","0.010591,7","0.64036,5","0.37496,4","0.67673,6","0.014169,5","0.19063,6","0.31772,6","0.8798,7","0.51093,5","0.024895,5"
90000010,90000010/186.jpg,"[[[113 122 165]
  [104 113 156]
  [111 118 160]
  ...
  [ 93 128 134]
  [ 97 131 140]
  [ 98 131 140]]

 [[118 127 166]
  [177 186 227]
  [150 159 200]
  ...
  [ 96 131 137]
  [ 96 131 137]
  [103 136 145]]

 [[ 41  50  89]
  [171 180 221]
  [102 111 152]
  ...
  [ 97 130 135]
  [ 98 133 139]
  [ 98 132 141]]

 ...

 [[  6   6   6]
  [  3   3   3]
  [  2   2   2]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 [[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 [[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]]","0.77254,6","0.193,5","0.59557,5","0.95318,7","0.71742,6","0.047991,7","0.72654,5","0.026968,5","0.21766,7","0.010046,5","0.092814,6","0.13962,5","0.039099,6","0.5477,5","0.05857,6","0.05722,7","0.036157,5","0.040955,3","0.29529,6","0.25162,6","0.40973,5","0.79452,6","0.80544,7","0.12174,7","0.65665,6","0.2425,6","0.33082,5","0.43741,8","0.21762,4","0.37868,6","0.042775,5","0.53842,5","0.21359,6","1,6","0.26401,5","1,5","0.4179,6","0.54785,5","0.38315,6","0.018477,6"
90000011,90000011/52.jpg,"[[[  1   1   0]
  [  5   7  20]
  [ 40  46  78]
  ...
  [161 177 193]
  [162 178 194]
  [162 175 192]]

 [[  0   1   0]
  [  7   9  22]
  [ 53  59  91]
  ...
  [161 177 193]
  [164 177 194]
  [162 175 192]]

 [[  0   1   0]
  [  7   9  21]
  [ 46  53  82]
  ...
  [161 177 193]
  [164 177 194]
  [162 175 192]]

 ...

 [[  1   0   0]
  [  0   8   0]
  [ 10  32  19]
  ...
  [  7  34  19]
  [  9  36  21]
  [  9  36  21]]

 [[  1   0   0]
  [  0   8   0]
  [ 10  32  19]
  ...
  [  8  35  20]
  [  7  34  19]
  [  8  35  20]]

 [[  1   0   0]
  [  0   7   0]
  [ 13  31  19]
  ...
  [  9  36  21]
  [ 10  37  22]
  [ 10  37  22]]]","0.92024,5","0.35806,7","1,6","0.35652,5","1,5","0.025216,5","0.29432,6","0.41745,6","0.052368,6","0.13577,6","0.013338,6","0.13519,5","0.044179,6","0.092249,7","0.02053,5","0.1607,6","0.05112,6","0.18108,6","0.059263,5","0.043331,6","0.028536,7","0.64191,5","0.47459,5","0.047015,7","0.6238,5","0.019721,7","0.52254,5","0.45379,5","0.12611,6","0.013593,6","0.23601,6","0.18525,6","0.18548,6","0.18937,6","0.028844,5","0.32632,6","0.29455,7","0.60627,6","0.27958,6","0.015533,6"
90000012,90000012/12.jpg,"[[[ 1  0  0]
  [ 1  0  0]
  [ 0  0  0]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  2]]

 [[ 1  0  0]
  [ 0  0  0]
  [ 0  0  0]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 [[ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 ...

 [[13 13 15]
  [12 11 16]
  [10  9 14]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 [[12 13 17]
  [11 12 16]
  [ 9 10 14]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 [[12 13 18]
  [11 12 16]
  [ 8 12 15]
  ...
  [ 1  0  0]
  [ 1  0  0]
  [ 0  0  0]]]","0.61374,6","0.030149,5","1,7","0.16663,6","0.77649,5","0.040996,6","0.39934,6","0.10974,6","0.14002,5","0.033882,5","0.029026,7","0.13106,6","0.20549,6","0.17989,5","0.033669,7","0.15366,6","0.051587,5","0.01097,5","0.21136,5","0.29821,7","0.013499,5","0.63281,6","0.49702,5","0.035401,5","1,6","0.18279,5","0.034138,6","0.53763,5","0.068646,7","0.14721,6","0.023607,7","0.27953,6","0.23671,6","0.47703,6","0.33706,7","0.67146,5","0.22949,6","0.47856,5","0.39535,6","0.031336,6"
90000013,90000013/6.jpg,"[[[  1   0   0]
  [  0   0   0]
  [  0   0   0]
  ...
  [  0   0   0]
  [  0   0   0]
  [  1   1   0]]

 [[  1   1   1]
  [  0   0   0]
  [  0   0   2]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 [[  0   0   0]
  [  2   0   3]
  [ 11   9  14]
  ...
  [  0   1   0]
  [  0   0   0]
  [  0   0   0]]

 ...

 [[ 43  31  17]
  [ 48  36  22]
  [ 45  35  25]
  ...
  [149 149 147]
  [ 65  64  62]
  [185 184 180]]

 [[ 45  33  19]
  [ 51  39  27]
  [ 46  36  26]
  ...
  [ 33  25  22]
  [ 23  14   9]
  [ 42  31  27]]

 [[ 46  34  22]
  [ 49  39  27]
  [ 49  39  27]
  ...
  [ 48  34  31]
  [ 55  37  33]
  [ 53  34  30]]]","0.74965,5","0.031929,7","1,7","0.063162,6","0.32836,5","0.026988,6","0.72504,4","1,7","0.55221,8","0.35641,6","0.13459,6","0.48741,6","0.23598,7","0.026851,6","0.031912,7","0.031478,5","0.049385,6","0.028007,6","0.1928,6","0.38387,6","0.028661,6","0.91702,5","0.49372,5","0.044631,6","0.87497,6","0.048152,6","0.053867,6","0.92124,7","0.24982,7","0.40313,6","0.2017,6","0.60653,7","0.069554,5","0.82045,7","0.041992,6","0.2674,5","0.20458,5","0.80902,9","0.53489,6","0.27582,6"
90000014,90000014/9.jpg,"[[[133 160 205]
  [133 160 205]
  [133 160 205]
  ...
  [  3   4   6]
  [  0   0   0]
  [  0   0   0]]

 [[133 160 205]
  [133 160 205]
  [133 160 205]
  ...
  [  3   4   6]
  [  0   0   0]
  [  0   0   0]]

 [[132 159 204]
  [132 159 204]
  [131 158 203]
  ...
  [  3   4   6]
  [  0   0   0]
  [  0   0   0]]

 ...

 [[ 35  38  31]
  [ 32  37  31]
  [ 32  37  30]
  ...
  [ 28   4   0]
  [  0   0   0]
  [  0   0   0]]

 [[ 24  26  21]
  [ 24  26  23]
  [ 22  27  23]
  ...
  [ 17   4   0]
  [  0   0   0]
  [  0   0   0]]

 [[  1   3   0]
  [  2   4   3]
  [  1   3   2]
  ...
  [  3   0   0]
  [  0   0   0]
  [  0   0   0]]]","0.2812,5","0.097638,6","1,6","0.83201,6","0.55571,6","0.011665,6","0.20803,7","0.051587,5","0.28115,5","0.022788,6","0.045259,7","0.15782,7","0.84711,5","0.76317,6","0.033909,7","0.026978,5","0.20969,6","0.050295,6","0.13638,5","0.834,6","0.8635,5","0.16133,6","0.30862,5","0.054732,6","0.49768,7","0.53991,5","0.29039,5","0.86348,7","0.35981,5","0.013888,5","0.044502,7","0.18885,5","0.24604,6","0.032437,6","0.92137,5","0.55914,5","0.372,5","0.25142,6","0.16283,6","0.12727,6"
