folder,name,data,dirty,daylight,night,sunrisesunset,dawndusk,sunny,clouds,fog,storm,snow,warm,cold,busy,beautiful,flowers,spring,summer,autumn,winter,glowing,colorful,dull,rugged,midday,dark,bright,dry,moist,windy,rain,ice,cluttered,soothing,stressful,exciting,sentimental,mysterious,boring,gloomy,lush
00023946,00023946/20130301_225608.jpg,"[[[ 56 116 168]
  [ 58 113 167]
  [ 60 113 167]
  ...
  [ 58 104 154]
  [ 27  60 103]
  [ 27  47  84]]

 [[ 57 117 171]
  [ 55 116 171]
  [ 54 116 173]
  ...
  [ 56 106 155]
  [ 29  62 105]
  [ 29  49  84]]

 [[ 56 117 172]
  [ 55 117 174]
  [ 52 117 173]
  ...
  [ 54 106 156]
  [ 27  62 104]
  [ 28  46  82]]

 ...

 [[158 141 175]
  [155 138 170]
  [152 139 167]
  ...
  [127 124 141]
  [130 120 147]
  [132 118 151]]

 [[182 153 197]
  [179 152 195]
  [176 151 191]
  ...
  [132 120 144]
  [130 117 145]
  [127 118 145]]

 [[195 159 207]
  [190 156 206]
  [184 155 201]
  ...
  [144 123 154]
  [134 118 147]
  [126 118 142]]]","0.21607,8","1,8","0.048118,8","0.020312,7","0.035286,8","0.74275,7","0.046767,7","0.019078,6","0.01127,9","0.059298,11","0.70027,6","0.036806,5","0.20948,7","0.49658,7","0.020351,13","0.79221,5","0.9602,6","0.34567,8","0.18243,7","0.47119,5","0.25323,6","0.016572,6","0.19296,6","0.56203,8","0.096385,6","0.506,7","0.81303,5","0.41458,6","0.045674,6","0.029412,9","0.088578,11","0.48832,12","0.083588,8","0.046497,5","0.47686,7","0.11474,5","0.10042,10","0.0091254,6","0.041389,7","0.10428,8"
00023947,00023947/20121218_185738.jpg,"[[[195 206 212]
  [196 207 209]
  [196 208 204]
  ...
  [236 236 236]
  [ 19  19  19]
  [  0   0   0]]

 [[207 215 226]
  [206 214 227]
  [206 213 231]
  ...
  [236 236 236]
  [ 19  19  19]
  [  0   0   0]]

 [[ 79  82  87]
  [ 70  74  77]
  [ 69  73  76]
  ...
  [236 236 236]
  [ 19  19  19]
  [  0   0   0]]

 ...

 [[ 93  88  95]
  [ 94  89  96]
  [ 94  89  95]
  ...
  [130  92 129]
  [ 16   2  17]
  [  0   3   0]]

 [[  7   7   9]
  [  7   7   9]
  [  7   7   9]
  ...
  [ 16   2  15]
  [  3   0   4]
  [  0   1   0]]

 [[  0   1   0]
  [  0   2   1]
  [  0   1   0]
  ...
  [  0   5   0]
  [  0   2   0]
  [  1   0   0]]]","0.035369,9","1,7","0.047624,7","0.14567,5","0.20614,6","0.68937,5","0.56812,6","0.017419,6","0.010803,7","0.024298,11","0.44261,6","0.020521,5","0.77009,5","0.046487,7","0.19515,12","0.35019,6","0.85664,6","0.65693,5","0.035307,8","0.095259,6","0.024984,5","0.14677,5","0.46369,16","0.54079,6","0.14331,5","0.33726,5","0.8971,6","0.21785,6","0.012702,7","0.19387,6","0.025442,6","0.68199,7","0.68017,7","0.33785,5","0.14353,6","0.050047,6","0.20058,5","0.055338,6","0.024221,6","0.10389,14"
90000002,90000002/13.jpg,"[[[  4   6   5]
  [  4   4   4]
  [  4   4   4]
  ...
  [102 144 218]
  [104 143 218]
  [104 143 220]]

 [[  6   6   6]
  [ 11  11  11]
  [  6   6   6]
  ...
  [101 145 218]
  [102 144 218]
  [102 144 220]]

 [[  6   6   6]
  [  8   8   8]
  [  8   8   8]
  ...
  [100 147 219]
  [102 146 219]
  [102 146 221]]

 ...

 [[ 42  44  39]
  [ 44  44  42]
  [ 44  46  45]
  ...
  [167 124  90]
  [165 122  88]
  [157 113  78]]

 [[ 45  46  41]
  [ 46  46  44]
  [ 47  47  47]
  ...
  [ 71  48  32]
  [ 70  47  31]
  [ 65  39  24]]

 [[ 18  19  13]
  [ 19  18  14]
  [ 21  20  18]
  ...
  [ 14   8  10]
  [ 15   9  11]
  [ 16  10  14]]]","0.30584,6","1,5","0.022607,7","0.15379,8","0.031851,5","0.84589,6","0.25278,5","0.041239,6","0.03335,7","0.035214,7","0.65748,6","0.0086473,6","0.020611,5","0.29869,5","0.048318,6","0.018382,5","0.1055,7","0.95768,6","0.056411,5","0.73266,6","0.44001,7","0.83601,6","0.80879,7","0.61561,5","0,6","0.37864,6","1,7","0.030025,5","0.090296,6","0.058419,5","0.025125,7","0.59582,5","0.12445,6","0.22401,8","0.29763,7","0.49033,5","0.17045,6","0.012296,6","0,5","0.11249,7"
90000003,90000003/48.jpg,"[[[ 85  97 123]
  [ 82  92 119]
  [ 87  97 122]
  ...
  [135 137 134]
  [  1   1   0]
  [  0   0   0]]

 [[ 85  96 124]
  [ 83  92 121]
  [ 81  90 119]
  ...
  [135 137 136]
  [  0   0   0]
  [  0   0   0]]

 [[ 80  89 122]
  [ 81  90 123]
  [ 82  91 124]
  ...
  [133 137 136]
  [  0   0   0]
  [  0   0   0]]

 ...

 [[ 66  60  44]
  [ 67  61  45]
  [ 61  55  39]
  ...
  [ 57  57  47]
  [  0   0   0]
  [  0   0   2]]

 [[ 64  58  42]
  [ 65  59  43]
  [ 58  52  36]
  ...
  [ 59  59  47]
  [  0   0   0]
  [  0   0   2]]

 [[ 62  57  38]
  [ 65  60  41]
  [ 58  52  36]
  ...
  [ 61  61  49]
  [  0   1   0]
  [  0   0   0]]]","0.17704,6","1,6","0.022262,8","0.02383,6","0.055598,6","0.46566,6","0.47633,7","0.21559,5","0.082788,6","0.13039,6","0.56561,5","0.031835,8","0.39293,6","0.46136,6","0.24635,6","0.63407,6","0.14363,5","0.25663,6","0,6","0.26116,8","0.81306,5","0.20909,5","0.26964,5","0.43318,6","0.043835,5","0.63772,7","0.46639,6","0.3109,5","0.11386,7","0.33353,5","0,5","0.30974,6","0.33153,7","0.037353,6","0.38488,6","0.50738,6","0.44371,7","0.091197,5","0.093382,6","0.46601,5"
90000004,90000004/63.jpg,"[[[ 83 101 111]
  [ 83 101 111]
  [ 83 101 111]
  ...
  [157 157 157]
  [183 183 183]
  [ 30  28  29]]

 [[ 83 101 111]
  [ 83 101 111]
  [ 83 101 111]
  ...
  [180 180 180]
  [235 235 235]
  [ 37  37  39]]

 [[ 83 101 111]
  [ 83 101 111]
  [ 83 101 111]
  ...
  [137 138 140]
  [207 208 210]
  [ 33  34  39]]

 ...

 [[ 69  57  41]
  [ 76  64  48]
  [ 74  65  48]
  ...
  [ 12  18  16]
  [ 15  21  19]
  [ 16  22  20]]

 [[ 74  62  46]
  [ 80  68  52]
  [ 80  68  52]
  ...
  [  8  14  12]
  [ 10  16  14]
  [ 10  16  14]]

 [[ 78  66  50]
  [ 80  68  52]
  [ 80  68  52]
  ...
  [  5  11   9]
  [  5  11   9]
  [  4  10   8]]]","0.19499,7","1,6","0.10659,7","0.064161,6","0.12119,5","0.77968,7","0.01825,5","0.03056,6","0,6","0.0038299,5","0.28213,5","0.056773,5","0.65111,6","0.44827,6","0.043656,7","0.37217,5","0.34437,5","0.23205,5","0.038373,5","0.16393,6","0.075727,7","0.13978,6","0.24021,6","0.24674,8","0.051587,5","0.73616,5","0.20317,7","0.57753,5","0.046461,5","0.033705,5","0.020884,5","0.94081,8","0.016478,6","0.10133,7","0.39207,6","0.45941,6","0.14106,7","0.11672,6","0.037582,7","0.023477,5"
90000005,90000005/119.jpg,"[[[ 78  86 105]
  [ 78  86 105]
  [ 78  86 105]
  ...
  [ 90  91  93]
  [ 67  68  70]
  [112 113 117]]

 [[ 78  86 105]
  [ 78  86 105]
  [ 78  86 105]
  ...
  [254 255 255]
  [112 113 117]
  [ 79  80  85]]

 [[ 79  87 106]
  [ 79  87 106]
  [ 79  87 106]
  ...
  [250 251 255]
  [ 10  13  18]
  [ 93  96 101]]

 ...

 [[ 82  92 104]
  [ 83  92 107]
  [ 86  95 110]
  ...
  [ 84  49  45]
  [ 92  54  51]
  [ 99  59  57]]

 [[106 122 138]
  [107 123 139]
  [110 126 142]
  ...
  [ 72  43  45]
  [ 83  53  53]
  [ 93  59  60]]

 [[126 144 164]
  [127 144 164]
  [127 144 164]
  ...
  [ 74  52  55]
  [ 85  60  63]
  [ 96  67  69]]]","0.96531,5","0.72224,6","0.030576,6","0.17053,7","0.048435,5","0.15692,5","0.25089,6","0.033573,7","0.36219,4","1,6","0.090456,7","0.93157,6","1,6","0.15708,5","0.035879,5","0,5","0.11334,6","0.13421,6","0.98738,8","0.33577,5","0.50146,6","0.80222,6","0.023362,5","0.23752,7","0.049988,6","0.10514,6","0.1237,6","0.95254,7","0.0031433,5","0.067054,7","0.99102,8","0.77805,6","0.36518,6","0.032192,5","0.16917,7","0.48639,5","0.068786,6","0.091529,5","0.017015,7","0.10792,6"
90000006,90000006/64.jpg,"[[[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 [[  0   0   2]
  [  0   0   2]
  [  0   0   2]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 [[  0   0   2]
  [  0   0   2]
  [  0   0   2]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 ...

 [[107 108 103]
  [105 106 100]
  [106 105 100]
  ...
  [ 56  66  57]
  [ 54  64  53]
  [ 57  65  54]]

 [[109 110 105]
  [108 109 104]
  [110 109 104]
  ...
  [ 60  67  59]
  [ 58  65  57]
  [ 55  62  54]]

 [[108 108 106]
  [108 109 104]
  [111 110 105]
  ...
  [ 58  65  57]
  [ 58  65  57]
  [ 56  63  55]]]","0.058742,8","1,5","0,5","0.0093421,5","0.044951,6","0.7117,5","0.46904,5","0.00035594,6","0.022236,6","0.016478,6","0.43222,5","0.042232,6","1,6","0.28898,5","0.056764,8","0.60803,6","0.54713,6","0.63911,5","0.0040599,5","0.16228,6","0.46673,7","0.39025,5","0.38494,5","0.85792,7","0.02972,7","1,6","0.69235,6","0.17127,5","0.090942,6","0.029933,6","0.021775,5","0.65022,5","0.11586,7","0.026563,5","0.61745,5","0.51283,5","0.048762,6","0.25161,6","0.027372,5","0.24954,6"
90000007,90000007/122.jpg,"[[[ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 [[ 0  1  0]
  [ 0  0  0]
  [ 0  0  0]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 [[ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 ...

 [[ 0  0  0]
  [ 0  0  0]
  [ 4  4  2]
  ...
  [71 63 52]
  [73 63 53]
  [68 58 48]]

 [[ 0  0  0]
  [ 0  0  0]
  [ 4  4  2]
  ...
  [66 58 47]
  [67 59 48]
  [69 61 50]]

 [[ 0  0  0]
  [ 0  0  0]
  [ 4  4  4]
  ...
  [63 57 43]
  [62 56 42]
  [65 57 46]]]","0.11469,6","1,7","0.051798,6","0.010565,5","0.032658,6","0.52769,5","0.47862,5","0.052124,5","0.032036,5","0.015502,7","0.28391,6","0.030262,5","0.65352,5","0.36255,8","0.10617,5","0.36012,6","0.46482,5","0.25032,6","0.092458,6","0.20579,6","0.30796,7","0.096618,6","0.8804,5","0.17086,6","0.033386,6","0.15242,7","0.39984,6","0.025344,5","0.055598,6","0.045494,7","0.020179,6","0.60088,7","0.29281,8","0.26265,6","0.31104,5","0.18393,5","0.17045,7","0.34677,6","0.020291,6","0.12696,6"
90000008,90000008/98.jpg,"[[[209 210 214]
  [186 187 189]
  [151 152 154]
  ...
  [201 205 204]
  [177 178 180]
  [121 120 125]]

 [[255 254 255]
  [ 73  74  76]
  [ 70  74  77]
  ...
  [187 189 188]
  [181 183 182]
  [ 76  78  77]]

 [[255 255 253]
  [ 80  81  83]
  [118 121 126]
  ...
  [186 188 187]
  [ 22  24  21]
  [ 96 101  97]]

 ...

 [[111 105  89]
  [ 85  81  69]
  [ 78  78  70]
  ...
  [106  83  69]
  [ 81  58  44]
  [ 83  60  46]]

 [[115 109  93]
  [ 91  85  73]
  [ 79  76  69]
  ...
  [103  81  67]
  [ 78  56  42]
  [ 73  49  37]]

 [[116 110  94]
  [ 92  84  73]
  [ 87  80  72]
  ...
  [112  93  78]
  [ 79  57  43]
  [ 63  41  30]]]","0.23911,6","1,5","0.026263,8","0.37485,5","0.1624,6","0.53533,5","0.0094242,5","0.0037657,5","0.035238,5","0.3027,6","0.62869,6","0.29345,7","0.040152,6","0.23447,6","0.0044044,5","0.34037,6","1,6","0.73961,6","0.28727,5","0.49329,6","0.30583,7","0.44848,6","0.73746,6","0.15198,6","0.031478,5","0.82858,5","0.80073,6","0.51051,7","0.025039,6","0,6","0.84419,5","0.48515,6","0.33303,5","0.046203,7","0.12494,6","0.17329,5","0.1869,6","0.070716,6","0.17544,8","0.30579,6"
90000009,90000009/12.jpg,"[[[ 92 125 144]
  [ 84 117 136]
  [ 77 112 131]
  ...
  [ 72 118 134]
  [ 74 120 136]
  [ 75 118 135]]

 [[ 73 105 126]
  [ 65  97 118]
  [ 59  94 113]
  ...
  [ 69 115 131]
  [ 72 118 134]
  [ 71 117 133]]

 [[ 81 116 136]
  [ 75 107 128]
  [ 71 103 124]
  ...
  [ 69 116 134]
  [ 71 118 136]
  [ 70 117 135]]

 ...

 [[ 23  23  21]
  [ 15  15  13]
  [ 14  14  12]
  ...
  [169 106  73]
  [163  98  66]
  [163  98  66]]

 [[ 14  14  12]
  [ 16  16  14]
  [ 18  18  16]
  ...
  [155  96  66]
  [131  72  42]
  [112  52  24]]

 [[  9   9   7]
  [ 14  14  12]
  [ 17  17  15]
  ...
  [122  67  37]
  [119  64  34]
  [103  46  19]]]","0.030427,5","1,5","0.027521,5","0.32018,5","0.17604,5","0.89274,6","0.042709,6","0.025494,7","0.020327,6","0.00682,5","0.50601,5","0.017247,6","0.22965,6","0.72644,5","0.082981,6","0.50539,7","0.80581,6","0.72965,5","0.056525,6","0.76112,5","0.91171,8","0.031795,6","0.93272,5","0.24411,5","0.030506,7","1,5","0.85321,5","0,5","0.060117,7","0.043647,5","0.10188,7","0.31032,5","0.031102,5","0.050295,6","0.71504,5","0.24929,6","0.22896,6","0.052785,7","0.010035,5","0.1602,5"
90000010,90000010/13.jpg,"[[[ 40  49  92]
  [ 38  47  88]
  [ 37  46  87]
  ...
  [ 18  51  60]
  [ 16  49  58]
  [ 20  53  62]]

 [[ 36  45  86]
  [ 38  47  88]
  [ 34  43  86]
  ...
  [ 36  69  78]
  [ 33  66  75]
  [ 33  66  75]]

 [[115 124 165]
  [106 115 158]
  [115 124 167]
  ...
  [ 32  65  74]
  [ 31  64  73]
  [ 32  65  74]]

 ...

 [[255 192 167]
  [254 182 160]
  [233 158 139]
  ...
  [190 155 127]
  [219 173 149]
  [185 129 106]]

 [[255 187 166]
  [245 177 158]
  [235 170 150]
  ...
  [157 131 104]
  [193 157 133]
  [190 143 123]]

 [[255 186 168]
  [255 190 171]
  [248 191 171]
  ...
  [ 97  82  53]
  [142 116  91]
  [172 135 116]]]","0.71573,6","1,5","0.027372,5","0.097292,7","0.023746,6","0.78374,7","0.48501,5","0.026968,5","0.040198,7","0.82237,5","0.11873,6","0.9269,5","0.14405,6","0.21838,5","0.05857,6","0.30015,7","0.36437,5","0.31289,5","0.87645,6","0.21359,6","0.23205,5","0.43565,6","0.93525,7","0.54702,7","0.15189,6","0.69235,6","0.17545,5","0.62055,8","0.31781,5","0.0055324,6","0.95313,6","0.38588,5","0.14627,6","0.23052,6","0.14628,5","0.14247,5","0.28521,6","0.19819,5","0.34216,6","0.07875,6"
90000011,90000011/118.jpg,"[[[ 50  64 103]
  [ 52  66 105]
  [ 52  66 105]
  ...
  [ 63  73  82]
  [  0   1   2]
  [  1   0   0]]

 [[ 43  57  96]
  [ 51  65 104]
  [ 47  61 100]
  ...
  [ 63  73  82]
  [  0   1   2]
  [  1   0   0]]

 [[ 62  76 115]
  [115 129 168]
  [126 140 179]
  ...
  [ 63  73  82]
  [  0   1   4]
  [  1   0   0]]

 ...

 [[ 95  97  83]
  [ 99 101  87]
  [ 97  99  85]
  ...
  [ 36  42  32]
  [  0   0   0]
  [  1   0   2]]

 [[ 94  96  82]
  [ 96  98  84]
  [ 95  97  83]
  ...
  [ 39  45  35]
  [  0   0   0]
  [  0   0   2]]

 [[ 91  93  79]
  [ 98 100  86]
  [ 97 101  86]
  ...
  [ 40  48  37]
  [  0   1   0]
  [  0   0   2]]]","0.66056,5","1,7","0.038784,6","0.030991,5","0.073553,5","0.64588,5","0.49317,6","0.24402,6","0.052368,6","0.061713,6","0.65455,6","0.11822,5","0.3249,6","0.6227,7","0.19989,5","0.30793,6","0.49968,6","0.024772,6","0.16923,5","0.27306,6","0.20218,7","0.60175,5","0.72241,5","0.84164,7","0.19499,5","0.55361,7","0.66112,5","0.48009,5","0.058668,6","0.013593,6","0.061684,6","0.20886,6","0.10556,6","0.029174,6","0.53667,5","0.11774,6","0.036752,7","0.1393,6","0.035205,6","0.17589,6"
90000012,90000012/56.jpg,"[[[ 0  0  0]
  [ 0  0  0]
  [ 0  1  0]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 [[ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 [[ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 ...

 [[73 56 26]
  [69 53 20]
  [75 56 23]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 [[73 57 24]
  [71 52 19]
  [77 57 24]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 [[74 58 24]
  [73 54 21]
  [82 62 29]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]]","0.24401,6","1,5","0.020679,7","0.15281,6","0.032192,5","0.42385,6","0.53655,6","0.055338,6","0.036406,5","0.033882,5","0.18233,7","0.11995,6","0.20549,6","0.27772,5","0.49156,7","0.21777,7","0.25068,5","0.34675,5","0.02554,5","0.042416,7","0.71857,5","0.30449,6","0.93508,5","0.36383,5","0.090622,6","0.52365,5","0.034138,6","0.3411,5","0.10953,7","0.14721,6","0.023607,7","0.67462,6","0.27932,6","0.028682,6","0.17573,7","0.28738,5","0.12991,6","0.47282,5","0.016207,6","0.075119,6"
90000013,90000013/42.jpg,"[[[144 220 254]
  [142 221 254]
  [139 224 253]
  ...
  [137 255 254]
  [134 255 255]
  [131 255 253]]

 [[143 222 253]
  [142 222 255]
  [139 224 255]
  ...
  [137 255 254]
  [135 255 254]
  [135 255 255]]

 [[141 224 254]
  [141 224 255]
  [140 223 255]
  ...
  [138 254 253]
  [140 255 255]
  [139 254 255]]

 ...

 [[ 69  59  34]
  [ 70  59  39]
  [ 58  47  29]
  ...
  [ 94  79  24]
  [ 65  54  26]
  [ 54  44  42]]

 [[  5   5   0]
  [  9   6   0]
  [  9   4   0]
  ...
  [ 12   7   0]
  [  9   5   0]
  [  4   2   3]]

 [[  0   1   2]
  [  0   0   4]
  [  0   0   4]
  ...
  [  0   0  11]
  [  0   1   4]
  [  0   1   0]]]","0.018616,5","1,7","0.029066,7","0.1545,6","0.14129,5","1,6","0.030991,5","0.11658,7","0.044497,8","0.05826,6","0.59931,6","0.02092,6","0.2198,7","0.70969,6","0.031912,7","0.32429,5","0.2837,6","0.15498,6","0.036847,6","0.49421,6","0.74002,6","0.29203,5","0.98859,5","0.3442,6","0.012181,6","0.72856,6","0.053867,6","0.45203,7","0.027049,7","0.043328,6","0.033395,6","0.86273,7","0.20371,6","0.23226,7","0.92394,6","0.25693,5","0.51283,5","0.19107,9","0.01687,6","0.70876,6"
90000014,90000014/281.jpg,"[[[151 167 180]
  [152 165 181]
  [153 166 182]
  ...
  [  0   0   4]
  [  0   0   2]
  [  0   0   0]]

 [[203 221 233]
  [204 220 235]
  [204 220 236]
  ...
  [ 29  32  37]
  [ 23  24  26]
  [  0   0   2]]

 [[202 220 234]
  [201 218 234]
  [201 218 234]
  ...
  [ 48  55  63]
  [ 37  41  44]
  [  0   0   2]]

 ...

 [[ 62  63  58]
  [ 58  58  56]
  [ 57  57  55]
  ...
  [ 50  69  75]
  [ 47  63  63]
  [  0   3   5]]

 [[ 59  60  55]
  [ 54  54  52]
  [ 54  54  52]
  ...
  [ 54  68  77]
  [ 49  63  64]
  [  0   4   6]]

 [[ 52  53  48]
  [ 52  52  50]
  [ 55  55  53]
  ...
  [ 59  68  83]
  [ 52  63  65]
  [  0   4   6]]]","0.019562,5","1,6","0.032815,6","0.0054872,6","0.23359,6","0.55959,6","0.091672,7","0.2712,5","0.089726,5","0.022788,6","0.59342,7","0.050009,7","0.74828,5","0.29332,6","0.2126,7","0.57046,5","0.66792,7","0.40012,6","0.058419,5","0.40051,6","0.63716,5","0.051005,6","0.14643,5","0.57605,6","0.031089,7","0.67928,5","0.4132,5","0.70695,7","0.11734,5","0.013888,5","0.044502,7","0.18885,5","0.29076,6","0.032437,6","0.16896,5","0.17604,5","0.17228,5","0.028431,6","0.12418,6","0.1872,6"
